
input\BAIS_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
EL15-2014Non-restoration	9500.000	19	46.00000	0	0.00000	3.1832	58.91	2.1015	13.895	18.72
EL15-2015Non-restoration	9500.000	19	46.00000	1	10.202	10.273	100.70	2.3959	43.438	18.54
EL15-2016Non-restoration	9500.000	19	46.00000	2	20.403	14.227	69.73	6.8724	60.575	19.08
El24-2008Non-restoration	5991.000	6	46.00000	0	0.00000	0.97848	63.33	0.48372	4.9345	5.18
El24-2009Non-restoration	5994.000	6	46.00000	0	0.00000	2.1496	100.40	0.40005	11.460	5.66
El24-2010Non-restoration	5994.000	6	46.00000	0	0.00000	27.093	24.61	68.810	176.12	6.09
El24-2011Non-restoration	5994.000	6	46.00000	0	0.00000	0.77684	100.61	0.14392	4.1422	5.11
El24-2012Non-restoration	5994.000	6	46.00000	1	16.169	16.323	100.96	3.0163	86.674	5.18
El24-2013Non-restoration	7994.000	10	46.00000	0	0.00000	0.56568	97.71	0.12940	2.5900	10.21
El24-2014Non-restoration	18500.00	37	46.00000	0	0.00000	18.384	22.91	54.895	117.32	45.30
El25-2014Non-restoration	13500.00	27	46.00000	1	7.1790	7.2290	100.70	1.7254	29.870	26.73
El5b-2015Non-restoration	5500.000	11	46.00000	0	0.00000	0.84442	100.35	0.18576	3.8115	11.68
El5b-2016Non-restoration	6000.000	12	46.00000	0	0.00000	1.8432	34.14	2.9932	9.7394	12.47
El5b-2016Restoration	3500.000	7	46.00000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	46.00000	4	28.716	28.916	100.70	6.9017	119.48	26.73
ElGr-2015Non-restoration	13500.00	27	46.00000	3	21.537	12.215	56.72	8.7744	52.863	28.41
ElMu-2014Non-restoration	12000.00	24	46.00000	2	16.153	11.333	70.16	5.4756	47.649	24.36
ElMu-2015Non-restoration	12500.00	25	46.00000	10	77.533	21.441	27.65	49.025	122.62	35.78
ElUn-2015Non-restoration	6000.000	12	46.00000	0	0.00000	3.7151	43.42	4.0756	17.962	11.83
ElUn-2016Non-restoration	6000.000	12	46.00000	0	0.00000	0.77405	100.35	0.17261	3.4467	11.33
Grgz-2015Non-restoration	2500.000	5	46.00000	0	0.00000	2.1033	8.19	22.435	29.367	1636.32
HORM-2015Non-restoration	1500.000	3	46.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	46.00000	1	17.621	17.744	100.70	3.8836	79.953	10.95
Mim-2014Non-restoration	49000.00	98	46.00000	0	0.00000	0.44372	24.73	1.1984	2.6871	123.20
Mim-2015Non-restoration	29500.00	59	46.00000	0	0.00000	0.31007	49.41	0.28750	1.3697	61.50
Mim-2016Non-restoration	39500.00	79	46.00000	0	0.00000	0.68194	17.12	3.0061	5.2789	131.17
MIMB-2016Non-restoration	5000.000	10	46.00000	0	0.00000	5.1508	100.34	1.1144	23.650	9.12
MIMB-2016Restoration	5000.000	10	46.00000	1	19.383	19.518	100.70	4.2012	89.430	9.38
PDAl-2014Non-restoration	28000.00	56	46.00000	14	48.458	18.870	38.94	25.892	90.691	66.60
PDAl-2015Non-restoration	28000.00	56	46.00000	8	27.690	10.898	39.35	14.703	52.149	66.33
PDAl-2016Non-restoration	28000.00	56	46.00000	9	31.152	11.406	36.61	17.244	56.278	68.37
PDAl-2016Restoration	13500.00	27	46.00000	0	0.00000	1.3275	69.82	0.64976	5.5637	26.73
Pena-2015Non-restoration	22500.00	45	46.00000	15	64.611	20.925	32.39	38.112	109.53	58.36
Pena-2016Non-restoration	22500.00	45	46.00000	12	51.689	24.162	46.75	24.539	108.88	50.18
Pena-2016Restoration	18500.00	37	46.00000	11	57.626	20.825	36.14	31.996	103.79	45.06
PEPO-2013Non-restoration	2000.000	4	46.00000	0	0.00000	-	-	-	-	-
Robl-2014Non-restoration	1500.000	3	46.00000	0	0.00000	-	-	-	-	-
Robl-2015Non-restoration	2000.000	4	46.00000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	46.00000	3	145.37	146.39	100.70	20.738	1019.1	3.08
RUBE-2013Non-restoration	2000.000	4	46.00000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	46.00000	3	17.103	9.7817	57.19	6.9665	41.988	36.00
SLu2-2015Non-restoration	14500.00	29	46.00000	4	26.736	13.021	48.70	12.234	58.426	31.60
SLui-2014Non-restoration	10500.00	21	46.00000	4	36.921	22.082	59.81	14.275	95.489	21.66
SLui-2015Non-restoration	15000.00	30	46.00000	3	19.383	14.430	74.44	6.2837	59.792	30.52
SLui-2016Non-restoration	16500.00	33	46.00000	13	76.358	31.658	41.46	39.014	149.45	37.88
SLui-2016Restoration	14500.00	29	46.00000	7	46.787	19.205	41.05	23.998	91.220	33.27
TiVe-2014Non-restoration	14500.00	29	46.00000	0	0.00000	1.8679	42.21	2.2263	8.7972	30.24
TiVe-2015Non-restoration	15000.00	30	46.00000	0	0.00000	0.52148	56.34	0.37978	2.2558	30.34
VENA-2015Non-restoration	3000.000	6	46.00000	0	0.00000	4.9318	16.47	22.173	40.445	165.51

input\AMKE_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	320.0000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	320.0000	4	0.70394	0.34208	48.59	0.32479	1.5257	44.33
Aguj-2015Non-restoration	22500.00	45	320.0000	8	1.3766	0.45386	32.97	0.80302	2.3599	47.04
AT-2014Non-restoration	8450.000	20	320.0000	3	1.3746	0.71030	51.67	0.59337	3.1842	19.52
AT-2015Non-restoration	6000.000	12	320.0000	4	2.5811	1.1114	43.06	1.2339	5.3994	11.44
AT-2016Non-restoration	6000.000	12	320.0000	1	0.64528	0.64643	100.18	0.14454	2.8808	13.73
AU-2014Non-restoration	75200.00	114	320.0000	6	0.30891	0.12429	40.23	0.16253	0.58711	118.14
AU-2015Non-restoration	24500.00	49	320.0000	1	0.15803	0.15831	100.18	0.39048E-01	0.63954	50.93
AU-2016Non-restoration	23500.00	47	320.0000	3	0.49426	0.28065	56.78	0.20358	1.2000	47.04
AV-2015Non-restoration	21000.00	42	320.0000	13	2.3967	0.57719	24.08	1.6090	3.5701	46.54
AV-2016Non-restoration	20500.00	41	320.0000	10	1.8886	0.71315	37.76	1.0220	3.4900	42.08
CaJa-2015Non-restoration	6000.000	12	320.0000	0	0.00000	0.77405	100.35	0.17261	3.4467	11.70
CaJa-2016Non-restoration	6000.000	12	320.0000	1	0.64528	0.64643	100.18	0.14454	2.8808	11.35
Coy1-2014Non-restoration	7000.000	14	320.0000	0	0.00000	13.942	100.70	3.1558	60.742	19.56
Coy1-2015Non-restoration	6500.000	13	320.0000	1	0.59564	0.59671	100.18	0.13493	2.6294	13.57
Coy1-2016Non-restoration	6500.000	13	320.0000	2	1.1913	0.80965	67.96	0.39777	3.5677	12.19
Coy2-2007Non-restoration	4005.000	4	320.0000	4	3.8668	2.2428	58.00	1.1008	13.584	3.06
Coy2-2008Non-restoration	6057.000	6	320.0000	0	0.00000	20.674	64.60	9.9024	103.42	5.35
Coy2-2009Non-restoration	6032.000	6	320.0000	3	1.9256	1.3227	68.69	0.55245	6.7116	5.08
Coy2-2010Non-restoration	6032.000	6	320.0000	0	0.00000	20.719	64.48	9.9637	103.64	5.35
Coy2-2011Non-restoration	6032.000	6	320.0000	0	0.00000	4.2488	99.85	0.80040	22.624	5.07
Coy2-2012Non-restoration	6032.000	6	320.0000	0	0.00000	0.77137	100.54	0.14314	4.1124	5.15
Coy2-2013Non-restoration	6032.000	6	320.0000	0	0.00000	41.966	102.63	7.6681	218.03	5.53
Coy2-2014Non-restoration	8500.000	17	320.0000	0	0.00000	46.803	82.10	16.333	198.98	16.68
Coy2-2015Non-restoration	8500.000	17	320.0000	0	0.00000	25.647	32.13	46.559	136.82	21.37
Coy2-2016Non-restoration	10500.00	21	320.0000	4	1.4749	0.68562	46.49	0.68864	3.1590	20.68
Dama-2014Non-restoration	10500.00	21	320.0000	0	0.00000	1.6967	69.41	0.83013	7.1989	20.57
Dama-2015Non-restoration	10500.00	21	320.0000	3	1.1062	0.60950	55.10	0.45561	2.6858	20.48
Dama-2016Non-restoration	11500.00	23	320.0000	0	0.00000	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	320.0000	0	0.00000	0.64166	32.93	1.1360	3.3424	42.32
EHpO-2016Non-restoration	25000.00	50	320.0000	4	0.61947	0.30239	48.81	0.28550	1.3441	50.51
EjSP-2015Non-restoration	2000.000	4	320.0000	0	0.00000	12.389	64.35	4.9049	75.559	3.10
EjSP-2016Non-restoration	2000.000	4	320.0000	0	0.00000	2.3221	100.35	0.32819	16.315	-
EL15-2013Non-restoration	2000.000	4	320.0000	0	0.00000	89.652	100.10	12.647	634.27	3.01
EL15-2014Non-restoration	9500.000	19	320.0000	0	0.00000	3.1832	58.91	2.1015	13.895	18.72
EL15-2015Non-restoration	9500.000	19	320.0000	4	1.6302	0.75045	46.03	0.76325	3.4818	18.62
EL15-2016Non-restoration	9500.000	19	320.0000	3	1.2226	0.66953	54.76	0.50363	2.9681	18.44
El24-2008Non-restoration	5991.000	6	320.0000	1	0.64625	0.64399	99.65	0.12156	3.4355	5.18
El24-2009Non-restoration	5994.000	6	320.0000	0	0.00000	2.1496	100.40	0.40005	11.460	5.66
El24-2010Non-restoration	5994.000	6	320.0000	1	0.64592	0.64671	100.12	0.12081	3.4535	6.09
El24-2011Non-restoration	5994.000	6	320.0000	1	0.64592	0.64373	99.66	0.12149	3.4342	5.11
El24-2012Non-restoration	5994.000	6	320.0000	0	0.00000	16.323	100.96	3.0163	86.674	5.18
El24-2013Non-restoration	7994.000	10	320.0000	3	1.4530	1.5220	104.75	0.30036	7.0286	9.06
El24-2014Non-restoration	18500.00	37	320.0000	2	0.41856	0.29290	69.98	0.14422	1.2147	36.53
El25-2014Non-restoration	13500.00	27	320.0000	1	0.28679	0.28730	100.18	0.69219E-01	1.1882	26.73
El5b-2015Non-restoration	5500.000	11	320.0000	0	0.00000	0.84442	100.35	0.18576	3.8115	11.68
El5b-2016Non-restoration	6000.000	12	320.0000	1	0.64528	0.64643	100.18	0.14454	2.8808	12.47
El5b-2016Restoration	3500.000	7	320.0000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	320.0000	1	0.28679	0.28730	100.18	0.69219E-01	1.1882	26.73
ElGr-2015Non-restoration	13500.00	27	320.0000	3	0.86037	0.48002	55.79	0.35432	2.0892	26.61
ElMu-2014Non-restoration	12000.00	24	320.0000	0	0.00000	11.333	70.16	5.4756	47.649	24.36
ElMu-2015Non-restoration	12500.00	25	320.0000	4	1.2389	0.58419	47.15	0.57617	2.6641	24.79
ElUn-2015Non-restoration	6000.000	12	320.0000	0	0.00000	3.7151	43.42	4.0756	17.962	11.83
ElUn-2016Non-restoration	6000.000	12	320.0000	0	0.00000	0.77405	100.35	0.17261	3.4467	11.33
Grgz-2015Non-restoration	2500.000	5	320.0000	0	0.00000	2.1033	8.19	22.435	29.367	1636.32
HORM-2015Non-restoration	1500.000	3	320.0000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	320.0000	0	0.00000	17.744	100.70	3.8836	79.953	10.95
Mim-2014Non-restoration	49000.00	98	320.0000	12	0.94816	0.26391	27.83	0.60262	1.4919	106.52
Mim-2015Non-restoration	29500.00	59	320.0000	3	0.39373	0.22461	57.05	0.16219	0.95583	59.30
Mim-2016Non-restoration	39500.00	79	320.0000	5	0.49009	0.21549	43.97	0.24349	0.98644	80.96
MIMB-2016Non-restoration	5000.000	10	320.0000	1	0.77433	0.77572	100.18	0.16819	3.5649	9.12
MIMB-2016Restoration	5000.000	10	320.0000	3	2.3230	1.1910	51.27	0.96083	5.6163	9.25
PDAl-2014Non-restoration	28000.00	56	320.0000	1	0.13827	0.13852	100.18	0.34285E-01	0.55766	66.60
PDAl-2015Non-restoration	28000.00	56	320.0000	5	0.69137	0.30060	43.48	0.34480	1.3863	57.14
PDAl-2016Non-restoration	28000.00	56	320.0000	3	0.41482	0.23641	56.99	0.17087	1.0071	56.23
PDAl-2016Restoration	13500.00	27	320.0000	5	1.4340	0.59611	41.57	0.72650	2.8303	27.11
Pena-2015Non-restoration	22500.00	45	320.0000	8	1.3766	0.45386	32.97	0.80302	2.3599	47.04
Pena-2016Non-restoration	22500.00	45	320.0000	4	0.68830	0.33476	48.64	0.31751	1.4921	45.36
Pena-2016Restoration	18500.00	37	320.0000	0	0.00000	20.825	36.14	31.996	103.79	45.06
PEPO-2013Non-restoration	2000.000	4	320.0000	0	0.00000	-	-	-	-	-
Robl-2014Non-restoration	1500.000	3	320.0000	0	0.00000	-	-	-	-	-
Robl-2015Non-restoration	2000.000	4	320.0000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	320.0000	0	0.00000	146.39	100.70	20.738	1019.1	3.08
RUBE-2013Non-restoration	2000.000	4	320.0000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	320.0000	2	0.45549	0.31833	69.89	0.15673	1.3237	33.49
SLu2-2015Non-restoration	14500.00	29	320.0000	0	0.00000	13.021	48.70	12.234	58.426	31.60
SLui-2014Non-restoration	10500.00	21	320.0000	1	0.36873	0.36939	100.18	0.87600E-01	1.5521	21.66
SLui-2015Non-restoration	15000.00	30	320.0000	2	0.51622	0.36001	69.74	0.17722	1.5037	29.43
SLui-2016Non-restoration	16500.00	33	320.0000	3	0.70394	0.39577	56.22	0.28990	1.7093	32.74
SLui-2016Restoration	14500.00	29	320.0000	1	0.26701	0.26749	100.18	0.64685E-01	1.1022	33.27
TiVe-2014Non-restoration	14500.00	29	320.0000	0	0.00000	1.8679	42.21	2.2263	8.7972	30.24
TiVe-2015Non-restoration	15000.00	30	320.0000	2	0.51622	0.36001	69.74	0.17722	1.5037	29.43
VENA-2015Non-restoration	3000.000	6	320.0000	2	2.5811	1.6397	63.53	0.80212	8.3057	131.15

input\CASP_RanchoSeasonRestoration_2016.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	24.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	24.00000	0	0.00000	0.34208	48.59	0.32479	1.5257	44.33
Aguj-2015Non-restoration	22500.00	45	24.00000	0	0.00000	0.45386	32.97	0.80302	2.3599	47.04
AT-2014Non-restoration	8450.000	20	24.00000	0	0.00000	0.71030	51.67	0.59337	3.1842	19.52
AT-2015Non-restoration	6000.000	12	24.00000	0	0.00000	1.1114	43.06	1.2339	5.3994	11.44
AT-2016Non-restoration	6000.000	12	24.00000	3	55.961	56.361	100.71	13.935	224.72	93.65
AU-2014Non-restoration	75200.00	114	24.00000	1	1.4883	1.9622	131.84	0.28371	7.8076	118.14
AU-2015Non-restoration	24500.00	49	24.00000	0	0.00000	0.15831	100.18	0.39048E-01	0.63954	50.93
AU-2016Non-restoration	23500.00	47	24.00000	10	47.626	44.762	93.99	12.774	177.57	167.39
AV-2015Non-restoration	21000.00	42	24.00000	3	15.989	16.451	102.89	3.9213	65.193	167.86
AV-2016Non-restoration	20500.00	41	24.00000	1	5.4596	7.2051	131.97	1.0311	28.908	42.08
CaJa-2015Non-restoration	6000.000	12	24.00000	0	0.00000	0.77405	100.35	0.17261	3.4467	11.70
CaJa-2016Non-restoration	6000.000	12	24.00000	0	0.00000	0.64643	100.18	0.14454	2.8808	11.35
Coy1-2014Non-restoration	7000.000	14	24.00000	2	31.978	35.076	109.69	7.2691	140.68	70.23
Coy1-2015Non-restoration	6500.000	13	24.00000	1	17.219	22.724	131.97	3.1542	93.996	13.57
Coy1-2016Non-restoration	6500.000	13	24.00000	0	0.00000	0.80965	67.96	0.39777	3.5677	12.19
Coy2-2007Non-restoration	4005.000	4	24.00000	0	0.00000	2.2428	58.00	1.1008	13.584	3.06
Coy2-2008Non-restoration	6057.000	6	24.00000	0	0.00000	20.674	64.60	9.9024	103.42	5.35
Coy2-2009Non-restoration	6032.000	6	24.00000	0	0.00000	1.3227	68.69	0.55245	6.7116	5.08
Coy2-2010Non-restoration	6032.000	6	24.00000	0	0.00000	20.719	64.48	9.9637	103.64	5.35
Coy2-2011Non-restoration	6032.000	6	24.00000	0	0.00000	4.2488	99.85	0.80040	22.624	5.07
Coy2-2012Non-restoration	6032.000	6	24.00000	1	18.555	24.496	132.02	3.1851	108.09	5.15
Coy2-2013Non-restoration	6032.000	6	24.00000	0	0.00000	41.966	102.63	7.6681	218.03	5.53
Coy2-2014Non-restoration	8500.000	17	24.00000	2	26.335	34.754	131.97	4.8776	142.18	45.46
Coy2-2015Non-restoration	8500.000	17	24.00000	1	13.167	17.377	131.97	2.4388	71.092	21.37
Coy2-2016Non-restoration	10500.00	21	24.00000	1	10.659	14.067	131.97	1.9872	57.175	20.68
Dama-2014Non-restoration	10500.00	21	24.00000	2	21.319	23.514	110.30	4.8438	93.827	95.46
Dama-2015Non-restoration	10500.00	21	24.00000	3	31.978	32.636	102.06	7.8852	129.68	124.35
Dama-2016Non-restoration	11500.00	23	24.00000	0	0.00000	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	24.00000	5	29.453	28.250	95.92	7.7437	112.03	166.45
EHpO-2016Non-restoration	25000.00	50	24.00000	12	53.723	49.078	91.36	14.805	194.94	158.26
EjSP-2015Non-restoration	2000.000	4	24.00000	0	0.00000	12.389	64.35	4.9049	75.559	3.10
EjSP-2016Non-restoration	2000.000	4	24.00000	0	0.00000	2.3221	100.35	0.32819	16.315	-
EL15-2013Non-restoration	2000.000	4	24.00000	0	0.00000	89.652	100.10	12.647	634.27	3.01
EL15-2014Non-restoration	9500.000	19	24.00000	2	23.563	25.960	110.17	5.3540	103.70	88.69
EL15-2015Non-restoration	9500.000	19	24.00000	2	23.563	25.960	110.17	5.3540	103.70	88.69
EL15-2016Non-restoration	9500.000	19	24.00000	0	0.00000	0.66953	54.76	0.50363	2.9681	18.44
El24-2008Non-restoration	5991.000	6	24.00000	0	0.00000	0.64399	99.65	0.12156	3.4355	5.18
El24-2009Non-restoration	5994.000	6	24.00000	0	0.00000	2.1496	100.40	0.40005	11.460	5.66
El24-2010Non-restoration	5994.000	6	24.00000	0	0.00000	0.64671	100.12	0.12081	3.4535	6.09
El24-2011Non-restoration	5994.000	6	24.00000	0	0.00000	0.64373	99.66	0.12149	3.4342	5.11
El24-2012Non-restoration	5994.000	6	24.00000	0	0.00000	16.323	100.96	3.0163	86.674	5.18
El24-2013Non-restoration	7994.000	10	24.00000	0	0.00000	1.5220	104.75	0.30036	7.0286	9.06
El24-2014Non-restoration	18500.00	37	24.00000	1	6.0499	7.9840	131.97	1.1410	32.079	36.53
El25-2014Non-restoration	13500.00	27	24.00000	0	0.00000	0.28730	100.18	0.69219E-01	1.1882	26.73
El5b-2015Non-restoration	5500.000	11	24.00000	0	0.00000	0.84442	100.35	0.18576	3.8115	11.68
El5b-2016Non-restoration	6000.000	12	24.00000	0	0.00000	0.64643	100.18	0.14454	2.8808	12.47
El5b-2016Restoration	3500.000	7	24.00000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	24.00000	0	0.00000	0.28730	100.18	0.69219E-01	1.1882	26.73
ElGr-2015Non-restoration	13500.00	27	24.00000	0	0.00000	0.48002	55.79	0.35432	2.0892	26.61
ElMu-2014Non-restoration	12000.00	24	24.00000	0	0.00000	11.333	70.16	5.4756	47.649	24.36
ElMu-2015Non-restoration	12500.00	25	24.00000	0	0.00000	0.58419	47.15	0.57617	2.6641	24.79
ElUn-2015Non-restoration	6000.000	12	24.00000	0	0.00000	3.7151	43.42	4.0756	17.962	11.83
ElUn-2016Non-restoration	6000.000	12	24.00000	0	0.00000	0.77405	100.35	0.17261	3.4467	11.33
Grgz-2015Non-restoration	2500.000	5	24.00000	0	0.00000	2.1033	8.19	22.435	29.367	1636.32
HORM-2015Non-restoration	1500.000	3	24.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	24.00000	0	0.00000	17.744	100.70	3.8836	79.953	10.95
Mim-2014Non-restoration	49000.00	98	24.00000	0	0.00000	0.26391	27.83	0.60262	1.4919	106.52
Mim-2015Non-restoration	29500.00	59	24.00000	2	7.5879	8.4257	111.04	1.7241	33.395	181.25
Mim-2016Non-restoration	39500.00	79	24.00000	23	65.170	58.136	89.21	18.367	231.24	148.58
MIMB-2016Non-restoration	5000.000	10	24.00000	0	0.00000	0.77572	100.18	0.16819	3.5649	9.12
MIMB-2016Restoration	5000.000	10	24.00000	2	44.769	48.756	108.91	10.189	196.70	53.75
PDAl-2014Non-restoration	28000.00	56	24.00000	13	51.964	51.822	99.73	13.156	205.25	183.58
PDAl-2015Non-restoration	28000.00	56	24.00000	3	11.992	12.363	103.09	2.9374	48.955	185.16
PDAl-2016Non-restoration	28000.00	56	24.00000	2	7.9944	10.550	131.97	1.5151	42.182	135.37
PDAl-2016Restoration	13500.00	27	24.00000	0	0.00000	0.59611	41.57	0.72650	2.8303	27.11
Pena-2015Non-restoration	22500.00	45	24.00000	2	9.9486	11.035	110.92	2.2604	43.787	156.82
Pena-2016Non-restoration	22500.00	45	24.00000	7	34.820	33.157	95.22	9.2215	131.48	169.71
Pena-2016Restoration	18500.00	37	24.00000	2	12.100	13.407	110.80	2.7490	53.256	139.71
PEPO-2013Non-restoration	2000.000	4	24.00000	0	0.00000	-	-	-	-	-
Robl-2014Non-restoration	1500.000	3	24.00000	2	149.23	196.94	131.97	21.220	1049.5	6.02
Robl-2015Non-restoration	2000.000	4	24.00000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	24.00000	1	55.961	73.852	131.97	8.8764	352.81	3.08
RUBE-2013Non-restoration	2000.000	4	24.00000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	24.00000	0	0.00000	0.31833	69.89	0.15673	1.3237	33.49
SLu2-2015Non-restoration	14500.00	29	24.00000	10	77.188	70.329	91.11	21.321	279.45	152.99
SLui-2014Non-restoration	10500.00	21	24.00000	2	21.319	23.514	110.30	4.8438	93.827	95.46
SLui-2015Non-restoration	15000.00	30	24.00000	1	7.4615	9.8469	131.97	1.4023	39.701	29.43
SLui-2016Non-restoration	16500.00	33	24.00000	2	13.566	15.021	110.72	3.0822	59.712	130.06
SLui-2016Restoration	14500.00	29	24.00000	4	30.875	32.298	104.61	7.4350	128.21	138.16
TiVe-2014Non-restoration	14500.00	29	24.00000	0	0.00000	1.8679	42.21	2.2263	8.7972	30.24
TiVe-2015Non-restoration	15000.00	30	24.00000	1	7.4615	9.8469	131.97	1.4023	39.701	29.43
VENA-2015Non-restoration	3000.000	6	24.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\SAVS_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	46.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	46.00000	23	62.117	27.522	44.31	30.510	126.46	45.21
Aguj-2015Non-restoration	22500.00	45	46.00000	10	26.407	7.6716	29.05	16.387	42.553	49.53
AT-2014Non-restoration	8450.000	20	46.00000	0	0.00000	0.71030	51.67	0.59337	3.1842	19.52
AT-2015Non-restoration	6000.000	12	46.00000	0	0.00000	1.1114	43.06	1.2339	5.3994	11.44
AT-2016Non-restoration	6000.000	12	46.00000	0	0.00000	56.361	100.71	13.935	224.72	93.65
AU-2014Non-restoration	75200.00	114	46.00000	866	684.23	73.412	10.73	573.54	816.29	327.46
AU-2015Non-restoration	24500.00	49	46.00000	7	16.976	6.1173	36.03	9.4556	30.478	51.80
AU-2016Non-restoration	23500.00	47	46.00000	12	30.340	13.431	44.27	14.925	61.676	48.36
AV-2015Non-restoration	21000.00	42	46.00000	46	130.15	15.056	11.57	107.48	157.61	100.22
AV-2016Non-restoration	20500.00	41	46.00000	1	2.8983	2.9054	100.24	0.71185	11.801	42.08
CaJa-2015Non-restoration	6000.000	12	46.00000	1	9.9026	9.9266	100.24	2.2174	44.224	11.70
CaJa-2016Non-restoration	6000.000	12	46.00000	3	29.708	29.780	100.24	6.6522	132.67	11.11
Coy1-2014Non-restoration	7000.000	14	46.00000	5	42.440	16.066	37.86	22.271	80.875	13.93
Coy1-2015Non-restoration	6500.000	13	46.00000	0	0.00000	22.724	131.97	3.1542	93.996	13.57
Coy1-2016Non-restoration	6500.000	13	46.00000	2	18.282	12.442	68.06	6.0997	54.793	12.26
Coy2-2007Non-restoration	4005.000	4	46.00000	1	14.835	14.868	100.22	2.1008	104.76	3.06
Coy2-2008Non-restoration	6057.000	6	46.00000	1	9.8094	9.8460	100.37	1.8308	52.558	5.35
Coy2-2009Non-restoration	6032.000	6	46.00000	0	0.00000	1.3227	68.69	0.55245	6.7116	5.08
Coy2-2010Non-restoration	6032.000	6	46.00000	0	0.00000	20.719	64.48	9.9637	103.64	5.35
Coy2-2011Non-restoration	6032.000	6	46.00000	3	29.550	20.320	68.77	8.4811	102.96	5.10
Coy2-2012Non-restoration	6032.000	6	46.00000	3	29.550	20.320	68.77	8.4811	102.96	5.10
Coy2-2013Non-restoration	6032.000	6	46.00000	0	0.00000	41.966	102.63	7.6681	218.03	5.53
Coy2-2014Non-restoration	8500.000	17	46.00000	91	636.10	213.95	33.63	360.22	1123.3	17.47
Coy2-2015Non-restoration	8500.000	17	46.00000	11	76.891	25.408	33.04	43.963	134.48	17.52
Coy2-2016Non-restoration	10500.00	21	46.00000	0	0.00000	14.067	131.97	1.9872	57.175	20.68
Dama-2014Non-restoration	10500.00	21	46.00000	19	107.51	33.549	31.20	63.711	181.43	22.15
Dama-2015Non-restoration	10500.00	21	46.00000	6	33.952	12.235	36.03	18.624	61.895	21.58
Dama-2016Non-restoration	11500.00	23	46.00000	0	0.00000	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	46.00000	24	75.052	10.777	14.36	59.128	95.264	63.16
EHpO-2016Non-restoration	25000.00	50	46.00000	16	38.026	12.726	33.47	22.041	65.604	53.54
EjSP-2015Non-restoration	2000.000	4	46.00000	0	0.00000	12.389	64.35	4.9049	75.559	3.10
EjSP-2016Non-restoration	2000.000	4	46.00000	0	0.00000	2.3221	100.35	0.32819	16.315	-
EL15-2013Non-restoration	2000.000	4	46.00000	1	29.708	29.780	100.24	4.2054	209.87	3.01
EL15-2014Non-restoration	9500.000	19	46.00000	43	268.93	110.59	41.12	135.80	532.59	19.08
EL15-2015Non-restoration	9500.000	19	46.00000	7	43.780	16.566	37.84	23.269	82.370	19.28
EL15-2016Non-restoration	9500.000	19	46.00000	1	6.2543	6.2695	100.24	1.4737	26.542	18.44
El24-2008Non-restoration	5991.000	6	46.00000	0	0.00000	0.64399	99.65	0.12156	3.4355	5.18
El24-2009Non-restoration	5994.000	6	46.00000	0	0.00000	2.1496	100.40	0.40005	11.460	5.66
El24-2010Non-restoration	5994.000	6	46.00000	0	0.00000	0.64671	100.12	0.12081	3.4535	6.09
El24-2011Non-restoration	5994.000	6	46.00000	1	9.9126	9.9308	100.18	1.8543	52.989	5.11
El24-2012Non-restoration	5994.000	6	46.00000	0	0.00000	16.323	100.96	3.0163	86.674	5.18
